name,lat,lng,hour,day,available_spots,total_capacity
Chhatrapati Shivaji Terminus,18.94,72.835,5,1,95,150
Phoenix Marketcity,19.088,72.882,9,5,303,400
Chhatrapati Shivaji Terminus,18.94,72.835,17,0,108,150
UB City Mall,12.971,77.595,2,1,113,200
India Gate Parking,28.612,77.229,6,0,64,100
India Gate Parking,28.612,77.229,0,0,67,100
India Gate Parking,28.612,77.229,12,2,56,100
M Chinnaswamy Stadium,12.978,77.599,18,3,340,600
Phoenix Marketcity,19.088,72.882,1,1,176,400
Select CITYWALK,28.528,77.218,14,6,144,350
UB City Mall,12.971,77.595,8,5,25,200
Connaught Place,28.631,77.219,8,2,87,200
M Chinnaswamy Stadium,12.978,77.599,2,1,396,600
Select CITYWALK,28.528,77.218,12,1,199,350
M Chinnaswamy Stadium,12.978,77.599,7,1,381,600
Select CITYWALK,28.528,77.218,1,6,203,350
Chhatrapati Shivaji Terminus,18.94,72.835,9,4,114,150
Indira Gandhi Athletic Stadium,26.111,91.761,1,3,345,500
Gateway of India Parking,18.922,72.834,14,3,33,80
UB City Mall,12.971,77.595,17,1,83,200
City Centre Mall,26.152,91.776,20,5,21,120
Gateway of India Parking,18.922,72.834,17,1,36,80
Select CITYWALK,28.528,77.218,15,2,202,350
City Centre Mall,26.152,91.776,6,0,65,120
Guwahati Railway Station,26.181,91.75,15,3,172,300
Select CITYWALK,28.528,77.218,17,4,198,350
UB City Mall,12.971,77.595,1,5,30,200
Chhatrapati Shivaji Terminus,18.94,72.835,23,0,79,150
M Chinnaswamy Stadium,12.978,77.599,23,1,254,600
M Chinnaswamy Stadium,12.978,77.599,13,3,435,600
Connaught Place,28.631,77.219,6,0,138,200
India Gate Parking,28.612,77.229,0,6,76,100
City Centre Mall,26.152,91.776,9,6,21,120
Chhatrapati Shivaji Terminus,18.94,72.835,15,0,93,150
India Gate Parking,28.612,77.229,7,1,53,100
M Chinnaswamy Stadium,12.978,77.599,0,5,416,600
M Chinnaswamy Stadium,12.978,77.599,10,6,279,600
UB City Mall,12.971,77.595,11,1,104,200
UB City Mall,12.971,77.595,22,3,111,200
UB City Mall,12.971,77.595,14,5,39,200
Indira Gandhi Athletic Stadium,26.111,91.761,10,3,318,500
M Chinnaswamy Stadium,12.978,77.599,18,0,296,600
UB City Mall,12.971,77.595,1,2,107,200
UB City Mall,12.971,77.595,22,0,116,200
Chhatrapati Shivaji Terminus,18.94,72.835,19,0,63,150
UB City Mall,12.971,77.595,19,6,14,200
City Centre Mall,26.152,91.776,8,5,15,120
Guwahati Railway Station,26.181,91.75,3,1,175,300
City Centre Mall,26.152,91.776,4,6,7,120
Indira Gandhi Athletic Stadium,26.111,91.761,13,6,365,500
Phoenix Marketcity,19.088,72.882,1,0,180,400
Chhatrapati Shivaji Terminus,18.94,72.835,1,4,93,150
Phoenix Marketcity,19.088,72.882,14,0,234,400
M Chinnaswamy Stadium,12.978,77.599,23,1,272,600
Connaught Place,28.631,77.219,12,1,151,200
Guwahati Railway Station,26.181,91.75,6,2,228,300
M Chinnaswamy Stadium,12.978,77.599,14,2,393,600
Chhatrapati Shivaji Terminus,18.94,72.835,22,4,66,150
Select CITYWALK,28.528,77.218,16,3,239,350
India Gate Parking,28.612,77.229,11,6,58,100
Phoenix Marketcity,19.088,72.882,6,4,275,400
Indira Gandhi Athletic Stadium,26.111,91.761,3,0,222,500
M Chinnaswamy Stadium,12.978,77.599,17,4,330,600
Connaught Place,28.631,77.219,13,5,157,200
Phoenix Marketcity,19.088,72.882,8,5,265,400
Chhatrapati Shivaji Terminus,18.94,72.835,17,3,114,150
Connaught Place,28.631,77.219,20,6,87,200
UB City Mall,12.971,77.595,0,2,84,200
Guwahati Railway Station,26.181,91.75,3,0,201,300
UB City Mall,12.971,77.595,3,1,93,200
Connaught Place,28.631,77.219,3,2,152,200
Select CITYWALK,28.528,77.218,18,6,263,350
Guwahati Railway Station,26.181,91.75,9,0,174,300
M Chinnaswamy Stadium,12.978,77.599,12,6,429,600
M Chinnaswamy Stadium,12.978,77.599,0,2,268,600
City Centre Mall,26.152,91.776,14,4,72,120
Chhatrapati Shivaji Terminus,18.94,72.835,15,0,70,150
Guwahati Railway Station,26.181,91.75,22,0,159,300
Connaught Place,28.631,77.219,19,1,83,200
Gateway of India Parking,18.922,72.834,14,3,38,80
Connaught Place,28.631,77.219,11,4,95,200
Guwahati Railway Station,26.181,91.75,7,1,168,300
Connaught Place,28.631,77.219,11,3,105,200
M Chinnaswamy Stadium,12.978,77.599,9,2,268,600
Guwahati Railway Station,26.181,91.75,12,4,139,300
Chhatrapati Shivaji Terminus,18.94,72.835,0,4,114,150
Gateway of India Parking,18.922,72.834,2,2,62,80
Connaught Place,28.631,77.219,15,5,132,200
UB City Mall,12.971,77.595,8,2,120,200
UB City Mall,12.971,77.595,18,2,119,200
Phoenix Marketcity,19.088,72.882,3,1,270,400
Gateway of India Parking,18.922,72.834,1,1,34,80
Select CITYWALK,28.528,77.218,17,1,155,350
Guwahati Railway Station,26.181,91.75,2,4,127,300
Select CITYWALK,28.528,77.218,11,0,259,350
UB City Mall,12.971,77.595,16,5,19,200
Guwahati Railway Station,26.181,91.75,5,1,168,300
City Centre Mall,26.152,91.776,11,2,89,120
Connaught Place,28.631,77.219,23,2,144,200
Phoenix Marketcity,19.088,72.882,8,4,237,400
Indira Gandhi Athletic Stadium,26.111,91.761,21,0,396,500
Guwahati Railway Station,26.181,91.75,13,1,162,300
Chhatrapati Shivaji Terminus,18.94,72.835,8,1,76,150
Chhatrapati Shivaji Terminus,18.94,72.835,13,6,63,150
Chhatrapati Shivaji Terminus,18.94,72.835,16,2,116,150
Chhatrapati Shivaji Terminus,18.94,72.835,3,3,96,150
UB City Mall,12.971,77.595,3,6,15,200
UB City Mall,12.971,77.595,19,3,138,200
Indira Gandhi Athletic Stadium,26.111,91.761,10,4,306,500
Chhatrapati Shivaji Terminus,18.94,72.835,1,2,65,150
City Centre Mall,26.152,91.776,2,2,83,120
UB City Mall,12.971,77.595,18,4,130,200
M Chinnaswamy Stadium,12.978,77.599,3,3,415,600
Phoenix Marketcity,19.088,72.882,17,5,316,400
UB City Mall,12.971,77.595,23,6,31,200
Phoenix Marketcity,19.088,72.882,5,0,166,400
Select CITYWALK,28.528,77.218,13,4,230,350
Phoenix Marketcity,19.088,72.882,3,3,172,400
Chhatrapati Shivaji Terminus,18.94,72.835,6,3,103,150
UB City Mall,12.971,77.595,12,6,15,200
UB City Mall,12.971,77.595,17,3,145,200
Chhatrapati Shivaji Terminus,18.94,72.835,14,2,110,150
M Chinnaswamy Stadium,12.978,77.599,23,4,261,600
M Chinnaswamy Stadium,12.978,77.599,5,6,408,600
UB City Mall,12.971,77.595,19,6,16,200
India Gate Parking,28.612,77.229,8,0,49,100
M Chinnaswamy Stadium,12.978,77.599,11,5,348,600
UB City Mall,12.971,77.595,9,4,144,200
Phoenix Marketcity,19.088,72.882,19,1,200,400
Guwahati Railway Station,26.181,91.75,4,0,128,300
India Gate Parking,28.612,77.229,17,3,46,100
Gateway of India Parking,18.922,72.834,23,2,53,80
Guwahati Railway Station,26.181,91.75,18,6,182,300
Gateway of India Parking,18.922,72.834,19,1,60,80
M Chinnaswamy Stadium,12.978,77.599,0,2,326,600
Connaught Place,28.631,77.219,14,4,95,200
Chhatrapati Shivaji Terminus,18.94,72.835,23,6,95,150
City Centre Mall,26.152,91.776,8,2,64,120
Indira Gandhi Athletic Stadium,26.111,91.761,19,0,298,500
UB City Mall,12.971,77.595,15,6,13,200
Indira Gandhi Athletic Stadium,26.111,91.761,15,4,289,500
Select CITYWALK,28.528,77.218,9,4,218,350
Gateway of India Parking,18.922,72.834,15,6,42,80
M Chinnaswamy Stadium,12.978,77.599,21,2,445,600
UB City Mall,12.971,77.595,10,2,123,200
Chhatrapati Shivaji Terminus,18.94,72.835,6,1,86,150
UB City Mall,12.971,77.595,22,0,94,200
Indira Gandhi Athletic Stadium,26.111,91.761,12,3,357,500
Indira Gandhi Athletic Stadium,26.111,91.761,4,6,300,500
India Gate Parking,28.612,77.229,17,2,66,100
Indira Gandhi Athletic Stadium,26.111,91.761,10,2,268,500
Connaught Place,28.631,77.219,9,1,85,200
Phoenix Marketcity,19.088,72.882,12,5,268,400
Chhatrapati Shivaji Terminus,18.94,72.835,9,4,88,150
UB City Mall,12.971,77.595,18,5,13,200
UB City Mall,12.971,77.595,3,5,39,200
M Chinnaswamy Stadium,12.978,77.599,23,6,301,600
M Chinnaswamy Stadium,12.978,77.599,20,0,423,600
Select CITYWALK,28.528,77.218,13,3,255,350
Phoenix Marketcity,19.088,72.882,8,0,303,400
Chhatrapati Shivaji Terminus,18.94,72.835,10,0,76,150
Select CITYWALK,28.528,77.218,14,5,229,350
Indira Gandhi Athletic Stadium,26.111,91.761,3,2,208,500
Chhatrapati Shivaji Terminus,18.94,72.835,16,6,76,150
M Chinnaswamy Stadium,12.978,77.599,6,0,393,600
UB City Mall,12.971,77.595,3,0,150,200
Connaught Place,28.631,77.219,0,1,129,200
Guwahati Railway Station,26.181,91.75,6,3,220,300
Select CITYWALK,28.528,77.218,12,1,222,350
Phoenix Marketcity,19.088,72.882,14,2,308,400
M Chinnaswamy Stadium,12.978,77.599,4,3,414,600
Connaught Place,28.631,77.219,0,1,107,200
Gateway of India Parking,18.922,72.834,0,4,63,80
Indira Gandhi Athletic Stadium,26.111,91.761,15,5,306,500
Chhatrapati Shivaji Terminus,18.94,72.835,10,5,94,150
India Gate Parking,28.612,77.229,1,1,52,100
Gateway of India Parking,18.922,72.834,2,1,57,80
M Chinnaswamy Stadium,12.978,77.599,22,0,318,600
Connaught Place,28.631,77.219,12,4,93,200
M Chinnaswamy Stadium,12.978,77.599,9,3,343,600
Phoenix Marketcity,19.088,72.882,2,0,250,400
Chhatrapati Shivaji Terminus,18.94,72.835,5,1,84,150
Indira Gandhi Athletic Stadium,26.111,91.761,12,3,219,500
Connaught Place,28.631,77.219,2,5,99,200
Chhatrapati Shivaji Terminus,18.94,72.835,3,6,106,150
Phoenix Marketcity,19.088,72.882,2,1,174,400
Indira Gandhi Athletic Stadium,26.111,91.761,16,1,287,500
India Gate Parking,28.612,77.229,23,4,62,100
Gateway of India Parking,18.922,72.834,0,2,58,80
Connaught Place,28.631,77.219,22,5,95,200
M Chinnaswamy Stadium,12.978,77.599,0,1,431,600
Indira Gandhi Athletic Stadium,26.111,91.761,1,2,293,500
M Chinnaswamy Stadium,12.978,77.599,14,1,404,600
Phoenix Marketcity,19.088,72.882,8,2,197,400
UB City Mall,12.971,77.595,6,5,10,200
Gateway of India Parking,18.922,72.834,0,4,53,80
M Chinnaswamy Stadium,12.978,77.599,18,5,460,600
Indira Gandhi Athletic Stadium,26.111,91.761,7,1,357,500
Gateway of India Parking,18.922,72.834,16,2,55,80
Select CITYWALK,28.528,77.218,21,3,170,350
Guwahati Railway Station,26.181,91.75,2,2,199,300
Gateway of India Parking,18.922,72.834,18,5,56,80
Select CITYWALK,28.528,77.218,21,0,219,350
City Centre Mall,26.152,91.776,1,6,13,120
Gateway of India Parking,18.922,72.834,19,4,46,80
M Chinnaswamy Stadium,12.978,77.599,3,0,475,600
City Centre Mall,26.152,91.776,16,3,90,120
India Gate Parking,28.612,77.229,10,1,69,100
Select CITYWALK,28.528,77.218,4,3,210,350
Connaught Place,28.631,77.219,9,3,139,200
Chhatrapati Shivaji Terminus,18.94,72.835,6,2,116,150
Gateway of India Parking,18.922,72.834,1,5,59,80
Select CITYWALK,28.528,77.218,9,0,163,350
Select CITYWALK,28.528,77.218,2,6,183,350
India Gate Parking,28.612,77.229,18,3,61,100
UB City Mall,12.971,77.595,2,0,144,200
Select CITYWALK,28.528,77.218,0,0,184,350
M Chinnaswamy Stadium,12.978,77.599,2,2,266,600
India Gate Parking,28.612,77.229,12,0,40,100
Guwahati Railway Station,26.181,91.75,2,2,171,300
M Chinnaswamy Stadium,12.978,77.599,7,4,370,600
Connaught Place,28.631,77.219,19,1,81,200
M Chinnaswamy Stadium,12.978,77.599,3,1,434,600
Phoenix Marketcity,19.088,72.882,9,2,233,400
UB City Mall,12.971,77.595,6,5,17,200
UB City Mall,12.971,77.595,15,4,93,200
Gateway of India Parking,18.922,72.834,19,1,60,80
UB City Mall,12.971,77.595,23,4,103,200
City Centre Mall,26.152,91.776,12,0,59,120
Guwahati Railway Station,26.181,91.75,3,1,225,300
UB City Mall,12.971,77.595,20,1,93,200
Indira Gandhi Athletic Stadium,26.111,91.761,15,0,204,500
India Gate Parking,28.612,77.229,22,0,71,100
UB City Mall,12.971,77.595,0,3,115,200
M Chinnaswamy Stadium,12.978,77.599,11,5,330,600
Chhatrapati Shivaji Terminus,18.94,72.835,13,0,110,150
Gateway of India Parking,18.922,72.834,13,1,58,80
City Centre Mall,26.152,91.776,4,5,16,120
Phoenix Marketcity,19.088,72.882,0,0,311,400
M Chinnaswamy Stadium,12.978,77.599,15,5,349,600
Guwahati Railway Station,26.181,91.75,8,6,147,300
Connaught Place,28.631,77.219,4,1,84,200
Select CITYWALK,28.528,77.218,15,3,171,350
Gateway of India Parking,18.922,72.834,16,0,44,80
M Chinnaswamy Stadium,12.978,77.599,9,4,466,600
Select CITYWALK,28.528,77.218,21,2,169,350
Indira Gandhi Athletic Stadium,26.111,91.761,15,0,378,500
M Chinnaswamy Stadium,12.978,77.599,16,2,397,600
Guwahati Railway Station,26.181,91.75,1,2,185,300
Guwahati Railway Station,26.181,91.75,18,4,190,300
UB City Mall,12.971,77.595,22,6,30,200
Select CITYWALK,28.528,77.218,18,1,173,350
City Centre Mall,26.152,91.776,13,3,64,120
Indira Gandhi Athletic Stadium,26.111,91.761,4,4,256,500
M Chinnaswamy Stadium,12.978,77.599,22,4,305,600
India Gate Parking,28.612,77.229,8,3,79,100
India Gate Parking,28.612,77.229,21,0,74,100
Gateway of India Parking,18.922,72.834,22,2,39,80
UB City Mall,12.971,77.595,22,0,152,200
Guwahati Railway Station,26.181,91.75,14,0,122,300
Phoenix Marketcity,19.088,72.882,21,4,307,400
City Centre Mall,26.152,91.776,18,1,78,120
Phoenix Marketcity,19.088,72.882,4,2,206,400
UB City Mall,12.971,77.595,5,5,19,200
Phoenix Marketcity,19.088,72.882,23,1,288,400
City Centre Mall,26.152,91.776,1,0,76,120
Chhatrapati Shivaji Terminus,18.94,72.835,15,2,89,150
City Centre Mall,26.152,91.776,0,3,90,120
Select CITYWALK,28.528,77.218,19,2,176,350
UB City Mall,12.971,77.595,17,2,119,200
Connaught Place,28.631,77.219,23,4,159,200
India Gate Parking,28.612,77.229,13,5,46,100
Chhatrapati Shivaji Terminus,18.94,72.835,9,5,84,150
Gateway of India Parking,18.922,72.834,16,1,50,80
Select CITYWALK,28.528,77.218,17,6,235,350
Guwahati Railway Station,26.181,91.75,14,1,148,300
UB City Mall,12.971,77.595,19,0,109,200
Select CITYWALK,28.528,77.218,18,6,248,350
UB City Mall,12.971,77.595,8,0,150,200
Guwahati Railway Station,26.181,91.75,14,3,229,300
Gateway of India Parking,18.922,72.834,4,3,57,80
Indira Gandhi Athletic Stadium,26.111,91.761,21,0,386,500
Connaught Place,28.631,77.219,14,3,156,200
Select CITYWALK,28.528,77.218,1,4,166,350
UB City Mall,12.971,77.595,0,0,84,200
India Gate Parking,28.612,77.229,18,4,65,100
Connaught Place,28.631,77.219,18,0,136,200
Guwahati Railway Station,26.181,91.75,1,3,192,300
UB City Mall,12.971,77.595,11,4,97,200
M Chinnaswamy Stadium,12.978,77.599,1,4,338,600
Gateway of India Parking,18.922,72.834,22,4,59,80
UB City Mall,12.971,77.595,21,6,39,200
Chhatrapati Shivaji Terminus,18.94,72.835,12,1,106,150
Phoenix Marketcity,19.088,72.882,14,5,171,400
Connaught Place,28.631,77.219,13,3,102,200
Chhatrapati Shivaji Terminus,18.94,72.835,1,5,106,150
Phoenix Marketcity,19.088,72.882,0,3,176,400
Select CITYWALK,28.528,77.218,8,6,142,350
Select CITYWALK,28.528,77.218,7,5,246,350
M Chinnaswamy Stadium,12.978,77.599,21,1,479,600
Phoenix Marketcity,19.088,72.882,7,5,260,400
M Chinnaswamy Stadium,12.978,77.599,6,2,370,600
Select CITYWALK,28.528,77.218,11,4,269,350
Indira Gandhi Athletic Stadium,26.111,91.761,3,5,320,500
Guwahati Railway Station,26.181,91.75,1,0,193,300
Indira Gandhi Athletic Stadium,26.111,91.761,4,2,248,500
M Chinnaswamy Stadium,12.978,77.599,13,4,305,600
India Gate Parking,28.612,77.229,20,4,73,100
Indira Gandhi Athletic Stadium,26.111,91.761,9,6,315,500
Guwahati Railway Station,26.181,91.75,8,3,167,300
Gateway of India Parking,18.922,72.834,0,0,42,80
M Chinnaswamy Stadium,12.978,77.599,23,3,278,600
M Chinnaswamy Stadium,12.978,77.599,12,3,461,600
M Chinnaswamy Stadium,12.978,77.599,5,3,362,600
Select CITYWALK,28.528,77.218,12,3,145,350
UB City Mall,12.971,77.595,23,3,127,200
M Chinnaswamy Stadium,12.978,77.599,19,0,294,600
Select CITYWALK,28.528,77.218,10,6,182,350
Gateway of India Parking,18.922,72.834,14,4,54,80
Connaught Place,28.631,77.219,11,2,125,200
Gateway of India Parking,18.922,72.834,1,6,62,80
India Gate Parking,28.612,77.229,23,1,46,100
Indira Gandhi Athletic Stadium,26.111,91.761,19,1,286,500
M Chinnaswamy Stadium,12.978,77.599,11,5,300,600
India Gate Parking,28.612,77.229,2,4,53,100
M Chinnaswamy Stadium,12.978,77.599,13,6,393,600
Indira Gandhi Athletic Stadium,26.111,91.761,21,6,274,500
Select CITYWALK,28.528,77.218,10,4,227,350
Chhatrapati Shivaji Terminus,18.94,72.835,4,2,65,150
UB City Mall,12.971,77.595,16,4,149,200
City Centre Mall,26.152,91.776,8,2,90,120
City Centre Mall,26.152,91.776,19,3,93,120
UB City Mall,12.971,77.595,15,3,139,200
Phoenix Marketcity,19.088,72.882,12,6,306,400
Select CITYWALK,28.528,77.218,13,5,236,350
Guwahati Railway Station,26.181,91.75,10,1,132,300
Chhatrapati Shivaji Terminus,18.94,72.835,22,2,75,150
Indira Gandhi Athletic Stadium,26.111,91.761,23,6,228,500
M Chinnaswamy Stadium,12.978,77.599,23,4,456,600
Select CITYWALK,28.528,77.218,19,0,223,350
Phoenix Marketcity,19.088,72.882,14,2,167,400
India Gate Parking,28.612,77.229,7,3,70,100
City Centre Mall,26.152,91.776,7,6,15,120
Connaught Place,28.631,77.219,13,6,148,200
UB City Mall,12.971,77.595,4,0,86,200
Connaught Place,28.631,77.219,3,5,143,200
Guwahati Railway Station,26.181,91.75,23,5,185,300
Gateway of India Parking,18.922,72.834,5,2,40,80
Connaught Place,28.631,77.219,20,1,155,200
M Chinnaswamy Stadium,12.978,77.599,16,4,291,600
India Gate Parking,28.612,77.229,20,5,72,100
Connaught Place,28.631,77.219,18,3,140,200
Guwahati Railway Station,26.181,91.75,21,4,200,300
Guwahati Railway Station,26.181,91.75,9,5,210,300
M Chinnaswamy Stadium,12.978,77.599,21,0,365,600
Guwahati Railway Station,26.181,91.75,23,4,229,300
Connaught Place,28.631,77.219,20,4,102,200
M Chinnaswamy Stadium,12.978,77.599,6,2,280,600
Phoenix Marketcity,19.088,72.882,0,2,249,400
Connaught Place,28.631,77.219,12,5,129,200
India Gate Parking,28.612,77.229,6,5,47,100
M Chinnaswamy Stadium,12.978,77.599,15,2,254,600
Gateway of India Parking,18.922,72.834,4,2,33,80
City Centre Mall,26.152,91.776,5,2,95,120
Connaught Place,28.631,77.219,20,3,158,200
Chhatrapati Shivaji Terminus,18.94,72.835,20,0,108,150
Select CITYWALK,28.528,77.218,21,5,224,350
Phoenix Marketcity,19.088,72.882,18,3,275,400
M Chinnaswamy Stadium,12.978,77.599,10,3,401,600
Gateway of India Parking,18.922,72.834,23,5,54,80
Phoenix Marketcity,19.088,72.882,2,3,194,400
Select CITYWALK,28.528,77.218,8,1,256,350
Chhatrapati Shivaji Terminus,18.94,72.835,9,1,119,150
Indira Gandhi Athletic Stadium,26.111,91.761,0,5,365,500
Guwahati Railway Station,26.181,91.75,6,0,230,300
India Gate Parking,28.612,77.229,23,0,48,100
Guwahati Railway Station,26.181,91.75,18,4,226,300
UB City Mall,12.971,77.595,14,1,122,200
Gateway of India Parking,18.922,72.834,13,2,42,80
City Centre Mall,26.152,91.776,15,6,6,120
Guwahati Railway Station,26.181,91.75,9,0,135,300
Guwahati Railway Station,26.181,91.75,17,4,156,300
UB City Mall,12.971,77.595,2,3,158,200
Connaught Place,28.631,77.219,14,4,91,200
City Centre Mall,26.152,91.776,19,2,52,120
M Chinnaswamy Stadium,12.978,77.599,5,0,414,600
Guwahati Railway Station,26.181,91.75,19,6,189,300
Phoenix Marketcity,19.088,72.882,15,4,240,400
India Gate Parking,28.612,77.229,15,0,59,100
City Centre Mall,26.152,91.776,23,2,62,120
City Centre Mall,26.152,91.776,12,6,22,120
M Chinnaswamy Stadium,12.978,77.599,11,1,248,600
Phoenix Marketcity,19.088,72.882,9,5,300,400
City Centre Mall,26.152,91.776,19,6,20,120
UB City Mall,12.971,77.595,22,0,86,200
M Chinnaswamy Stadium,12.978,77.599,15,2,462,600
Select CITYWALK,28.528,77.218,7,0,247,350
India Gate Parking,28.612,77.229,20,5,73,100
Select CITYWALK,28.528,77.218,23,5,241,350
Chhatrapati Shivaji Terminus,18.94,72.835,14,1,88,150
M Chinnaswamy Stadium,12.978,77.599,10,1,419,600
M Chinnaswamy Stadium,12.978,77.599,4,3,339,600
Gateway of India Parking,18.922,72.834,2,4,43,80
India Gate Parking,28.612,77.229,17,1,60,100
Connaught Place,28.631,77.219,3,3,124,200
UB City Mall,12.971,77.595,5,4,114,200
Indira Gandhi Athletic Stadium,26.111,91.761,10,3,299,500
Indira Gandhi Athletic Stadium,26.111,91.761,9,2,204,500
Phoenix Marketcity,19.088,72.882,22,4,193,400
City Centre Mall,26.152,91.776,23,3,88,120
M Chinnaswamy Stadium,12.978,77.599,4,4,295,600
India Gate Parking,28.612,77.229,16,6,69,100
Connaught Place,28.631,77.219,7,4,153,200
M Chinnaswamy Stadium,12.978,77.599,16,3,460,600
M Chinnaswamy Stadium,12.978,77.599,10,4,423,600
Phoenix Marketcity,19.088,72.882,1,3,168,400
Phoenix Marketcity,19.088,72.882,22,6,202,400
Connaught Place,28.631,77.219,2,5,151,200
City Centre Mall,26.152,91.776,10,2,68,120
Select CITYWALK,28.528,77.218,13,4,206,350
